BuildingType,PrimaryPropertyType,NumberofFloors,PropertyGFATotal,PropertyGFAParking,ENERGYSTARScore,GHGEmissionsIntensity,Building_Age,Emissions_per_Surface,Energy_per_Surface,GFA-1use_ratio,GFA_per_Floor,Emissions_per_floor,Energy_per_floor,Elec_ratio,steam_ratio,NGas_ratio,District
NonResidential,Warehouse,1,55700,0,63.0,0.06,50,0.0,9.33,1.0,55700.0,3.62,519806.09,1.0,0.0,0.0,SOUTH END
NonResidential,Small- and Mid-Sized Office,1,53250,0,96.0,0.88,52,0.0,33.69,0.99,53250.0,46.93,1794187.25,0.58,0.0,0.42,SOUTH END
NonResidential,Small- and Mid-Sized Office,6,78672,28427,98.0,0.36,29,0.0,27.71,1.0,13112.0,4.77,363286.62,0.87,0.0,0.13,NORTH END
NonResidential,Warehouse,3,64660,0,89.0,0.1,30,0.0,5.03,1.0,21553.33,2.11,108504.33,0.73,0.0,0.27,NORTH END
NonResidential,Mixed Use Property,2,75844,19928,0.0,0.51,89,0.0,48.58,0.38,37922.0,19.24,1842094.25,0.92,0.0,0.08,CENTRAL CITY
NonResidential,Other,1,52613,0,80.0,0.61,36,0.0,20.17,1.13,52613.0,32.02,1061458.25,0.5,0.0,0.5,SOUTH END
NonResidential,Other,1,56608,0,0.0,1.31,76,0.0,89.99,0.8,56608.0,74.31,5094197.0,0.83,0.0,0.17,SOUTH END
NonResidential,Small- and Mid-Sized Office,2,62220,0,32.0,0.62,102,0.0,87.5,0.98,31110.0,19.27,2722126.75,1.0,0.0,0.0,CENTRAL CITY
NonResidential,Small- and Mid-Sized Office,1,65430,0,89.0,1.38,46,0.0,48.62,0.93,65430.0,90.24,3181045.5,0.54,0.0,0.46,SOUTH END
NonResidential,Large Office,3,102290,42440,26.0,0.48,10,0.0,59.27,0.82,34096.67,16.39,2020923.5,0.98,0.0,0.02,NORTH END
NonResidential,Small- and Mid-Sized Office,4,85385,31210,0.0,0.4,38,0.0,56.86,0.59,21346.25,8.46,1213759.12,1.0,0.0,0.0,CENTRAL CITY
NonResidential,Other,2,98024,0,94.0,0.43,27,0.0,20.28,0.65,49012.0,21.12,994167.25,0.69,0.0,0.31,SOUTH END
NonResidential,Mixed Use Property,1,65000,15000,0.0,0.98,88,0.0,40.06,0.31,65000.0,63.89,2603931.25,0.62,0.0,0.38,CENTRAL CITY
NonResidential,Large Office,5,144573,66620,62.0,0.25,26,0.0,35.52,0.54,28914.6,7.16,1027008.0,1.0,0.0,0.0,CENTRAL CITY
NonResidential,Retail Store,2,302812,0,97.0,0.43,66,0.0,24.08,1.0,151406.0,64.64,3645412.25,0.77,0.0,0.23,NORTH END
NonResidential,Other,2,98539,0,0.0,0.47,47,0.0,55.31,1.0,49269.5,23.24,2725220.75,0.97,0.0,0.03,NORTH END
NonResidential,Small- and Mid-Sized Office,6,86483,0,56.0,0.51,35,0.0,73.55,1.0,14413.83,7.39,1060206.08,1.0,0.0,0.0,NORTH END
NonResidential,Other,1,51600,0,75.0,0.43,40,0.0,21.79,0.67,51600.0,22.1,1124543.12,0.73,0.0,0.27,SOUTH END
NonResidential,Warehouse,1,140520,0,61.0,0.41,48,0.0,15.84,1.0,140520.0,57.73,2225512.0,0.59,0.0,0.41,SOUTH END
NonResidential,Large Office,5,154029,62380,95.0,0.38,30,0.0,30.1,0.59,30805.8,11.78,927279.3,0.88,0.0,0.12,NORTH END
NonResidential,Other,3,161789,91935,0.0,0.3,11,0.0,43.04,0.57,53929.67,16.43,2321205.5,1.0,0.0,0.0,NORTH END
NonResidential,Large Office,3,63909,0,0.0,0.52,11,0.0,74.57,0.95,21303.0,11.07,1588584.5,1.0,0.0,0.0,NORTH END
NonResidential,Warehouse,2,53472,0,0.0,0.64,68,0.0,18.16,0.88,26736.0,17.0,485577.81,0.39,0.0,0.61,NORTH END
NonResidential,Warehouse,1,50417,0,14.0,1.16,36,0.0,36.64,1.0,50417.0,58.67,1847401.0,0.46,0.0,0.54,SOUTH END
NonResidential,Retail Store,2,168619,0,78.0,0.54,51,0.0,38.29,1.03,84309.5,45.55,3227914.25,0.85,0.0,0.15,NORTH END
NonResidential,Large Office,4,175885,71385,91.0,0.26,16,0.0,36.88,0.59,43971.25,11.3,1621594.38,1.0,0.0,0.0,CENTRAL CITY
NonResidential,Warehouse,2,104786,0,93.0,0.23,47,0.0,9.81,1.0,52393.0,11.93,514188.44,0.65,0.0,0.35,SOUTH END
NonResidential,Other,1,53040,41600,0.0,0.94,16,0.0,33.37,0.97,53040.0,49.9,1770027.5,0.54,0.0,0.46,SOUTH END
NonResidential,Other,1,110689,0,0.0,0.97,43,0.0,21.14,1.0,110689.0,107.83,2339814.25,0.15,0.0,0.85,SOUTH END
NonResidential,Small- and Mid-Sized Office,1,53620,0,86.0,0.41,68,0.0,38.4,1.0,53620.0,22.12,2058955.25,0.92,0.0,0.08,SOUTH END
NonResidential,Small- and Mid-Sized Office,1,50008,0,62.0,1.31,78,0.0,64.03,1.0,50008.0,65.3,3202213.0,0.71,0.0,0.29,SOUTH END
NonResidential,Large Office,4,291176,100176,98.0,0.17,7,0.0,22.86,0.67,72794.0,12.44,1664337.12,0.99,0.0,0.01,NORTH END
NonResidential,Warehouse,1,50832,0,63.0,2.11,59,0.0,50.19,0.86,50832.0,107.16,2551022.25,0.24,0.0,0.76,SOUTH END
NonResidential,Warehouse,1,76354,0,70.0,0.27,45,0.0,37.23,1.0,76354.0,20.29,2843033.5,1.0,0.0,0.0,SOUTH END
NonResidential,Warehouse,1,98480,0,65.0,0.4,60,0.0,28.75,1.0,98480.0,39.5,2831565.5,0.85,0.0,0.15,SOUTH END
NonResidential,Mixed Use Property,2,53002,0,75.0,1.21,112,0.0,64.93,0.6,26501.0,32.0,1720821.62,0.75,0.0,0.25,CENTRAL CITY
NonResidential,Small- and Mid-Sized Office,7,94002,0,70.0,0.42,46,0.0,60.24,1.0,13428.86,5.64,808890.57,1.0,0.0,0.0,CENTRAL CITY
NonResidential,Warehouse,1,93020,0,60.0,0.09,42,0.0,13.46,1.0,93020.0,8.73,1252323.88,1.0,0.0,0.0,SOUTH END
NonResidential,Other,1,23000,0,0.0,1.12,70,0.0,30.92,0.88,23000.0,25.74,711118.38,0.37,0.0,0.63,CENTRAL CITY
NonResidential,Small- and Mid-Sized Office,5,78920,0,88.0,0.25,112,0.0,35.87,1.0,15784.0,3.95,566134.95,1.0,0.0,0.0,CENTRAL CITY
NonResidential,Small- and Mid-Sized Office,7,99440,0,64.0,1.35,110,0.0,66.44,0.65,14205.71,19.24,943833.21,0.71,0.0,0.29,CENTRAL CITY
NonResidential,Small- and Mid-Sized Office,6,73260,0,82.0,0.27,109,0.0,38.95,0.87,12210.0,3.32,475531.58,1.0,0.0,0.0,CENTRAL CITY
NonResidential,Small- and Mid-Sized Office,4,69817,0,87.0,1.1,116,0.0,31.2,0.5,17454.25,19.2,544518.62,0.57,0.35,0.07,CENTRAL CITY
NonResidential,Small- and Mid-Sized Office,4,84750,0,0.0,0.31,116,0.0,24.72,0.49,21187.5,6.51,523681.16,0.88,0.0,0.12,CENTRAL CITY
NonResidential,Small- and Mid-Sized Office,6,75496,13320,0.0,0.33,116,0.0,47.29,0.61,12582.67,4.15,595026.96,1.0,0.0,0.0,CENTRAL CITY
NonResidential,Large Office,7,160580,0,98.0,0.62,109,0.0,27.0,1.0,22940.0,14.23,619455.36,0.7,0.08,0.22,CENTRAL CITY
NonResidential,Small- and Mid-Sized Office,6,73470,0,83.0,0.3,107,0.0,43.72,0.64,12245.0,3.73,535378.17,1.0,0.0,0.0,CENTRAL CITY
Nonresidential COS,Other,3,67755,0,0.0,0.2,110,0.0,28.11,0.5,22585.0,4.43,634826.67,1.0,0.0,0.0,CENTRAL CITY
NonResidential,Mixed Use Property,3,56700,0,37.0,0.56,106,0.0,41.83,0.46,18900.0,10.53,790525.0,0.86,0.0,0.14,SOUTH END
NonResidential,Warehouse,1,82852,0,83.0,0.79,94,0.0,25.99,0.71,82852.0,65.56,2153603.5,0.49,0.0,0.51,SOUTH END
NonResidential,Other,2,76442,0,0.0,1.73,63,0.0,52.04,0.66,38221.0,66.3,1989138.5,0.43,0.0,0.57,SOUTH END
NonResidential,Other,2,92792,0,56.0,0.8,54,0.0,34.01,0.92,46396.0,37.09,1577748.0,0.64,0.0,0.36,SOUTH END
NonResidential,Other,2,125519,0,0.0,0.12,75,0.0,17.88,1.14,62759.5,7.82,1122158.5,1.0,0.0,0.0,SOUTH END
NonResidential,Large Office,4,129000,25800,80.0,0.24,116,0.0,33.91,0.81,32250.0,7.62,1093661.5,1.0,0.0,0.0,SOUTH END
NonResidential,Warehouse,1,78814,0,69.0,0.21,62,0.0,10.94,1.0,78814.0,16.48,861972.88,0.74,0.0,0.26,SOUTH END
NonResidential,Small- and Mid-Sized Office,4,58970,0,0.0,0.7,112,0.0,30.12,0.68,14742.5,10.3,444102.94,0.65,0.0,0.35,SOUTH END
NonResidential,Other,6,75600,10800,15.0,0.25,106,0.0,35.56,0.68,12600.0,3.12,448112.62,1.0,0.0,0.0,SOUTH END
NonResidential,Other,4,56270,0,0.0,0.13,109,0.0,18.78,0.71,14067.5,1.84,264195.53,1.0,0.0,0.0,SOUTH END
NonResidential,Small- and Mid-Sized Office,4,66842,0,31.0,2.07,112,0.0,83.91,0.65,16710.5,34.59,1402150.12,0.62,0.0,0.38,CENTRAL CITY
NonResidential,Small- and Mid-Sized Office,6,75288,10800,81.0,0.27,107,0.0,38.41,0.87,12548.0,3.36,481934.17,1.0,0.0,0.0,CENTRAL CITY
NonResidential,Small- and Mid-Sized Office,2,64512,0,53.0,2.8,102,0.0,92.51,0.98,32256.0,90.38,2984076.75,0.49,0.0,0.51,SOUTH END
NonResidential,Warehouse,7,144050,0,26.0,0.68,90,0.0,27.28,1.0,20578.57,14.06,561338.71,0.61,0.0,0.39,SOUTH END
NonResidential,Small- and Mid-Sized Office,3,60592,0,16.0,0.78,86,0.0,83.34,1.0,20197.33,15.75,1683148.83,0.95,0.0,0.05,SOUTH END
NonResidential,Retail Store,1,107930,0,57.0,0.93,23,0.0,66.91,1.0,107930.0,100.42,7221482.5,0.85,0.0,0.15,SOUTH END
NonResidential,Warehouse,1,99084,0,83.0,0.5,90,0.0,16.33,1.0,99084.0,49.25,1618110.38,0.49,0.0,0.51,SOUTH END
NonResidential,Other,1,72719,0,28.0,0.59,63,0.0,35.5,1.0,72719.0,42.74,2581741.75,0.79,0.0,0.21,SOUTH END
NonResidential,Small- and Mid-Sized Office,4,76624,0,91.0,0.44,86,0.0,36.2,1.0,19156.0,8.35,693411.88,0.89,0.0,0.11,CENTRAL CITY
NonResidential,Retail Store,1,56572,0,66.0,1.19,43,0.0,42.59,1.0,56572.0,67.29,2409429.0,0.55,0.0,0.45,SOUTH END
NonResidential,Small- and Mid-Sized Office,6,97720,0,0.0,0.18,90,0.0,25.36,0.53,16286.67,2.88,413004.21,1.0,0.0,0.0,CENTRAL CITY
NonResidential,Large Office,7,94500,0,68.0,0.43,29,0.0,61.3,1.2,13500.0,5.77,827560.86,1.0,0.0,0.0,CENTRAL CITY
NonResidential,Retail Store,1,94713,0,79.0,1.0,11,0.0,57.2,1.16,94713.0,94.74,5417598.0,0.77,0.0,0.23,SOUTH END
NonResidential,Small- and Mid-Sized Office,6,56700,0,55.0,0.38,116,0.0,54.07,0.81,9450.0,3.56,510992.42,1.0,0.0,0.0,CENTRAL CITY
NonResidential,Small- and Mid-Sized Office,4,72000,0,89.0,0.33,91,0.0,37.91,1.0,18000.0,5.87,682291.94,0.96,0.0,0.04,SOUTH END
NonResidential,Large Office,4,191146,94892,93.0,0.19,16,0.0,26.69,0.54,47786.5,8.89,1275376.12,1.0,0.0,0.0,NORTH END
NonResidential,Other,6,275982,197130,0.0,0.13,33,0.0,18.96,0.71,45997.0,6.08,872258.92,1.0,0.0,0.0,CENTRAL CITY
NonResidential,Small- and Mid-Sized Office,5,98668,0,91.0,0.31,34,0.0,44.51,1.0,19733.6,6.12,878269.6,1.0,0.0,0.0,NORTH END
NonResidential,Retail Store,1,50660,0,51.0,1.2,38,0.0,52.54,1.0,50660.0,60.7,2661488.0,0.66,0.0,0.34,NORTH END
NonResidential,Small- and Mid-Sized Office,2,61929,0,59.0,0.9,79,0.0,35.57,0.64,30964.5,27.86,1101513.25,0.6,0.0,0.4,NORTH END
NonResidential,Small- and Mid-Sized Office,3,20565,0,65.0,0.27,91,0.0,39.01,1.0,6855.0,1.86,267437.5,1.0,0.0,0.0,CENTRAL CITY
NonResidential,Large Office,5,208210,78848,95.0,0.56,30,0.0,26.48,0.53,41642.0,23.35,1102861.7,0.69,0.0,0.31,NORTH END
NonResidential,Warehouse,5,154330,0,81.0,0.06,104,0.0,8.18,0.62,30866.0,1.76,252447.05,1.0,0.0,0.0,CENTRAL CITY
NonResidential,Large Office,6,108245,14690,0.0,0.46,98,0.0,41.71,0.59,18040.83,8.36,752530.08,0.94,0.06,0.0,CENTRAL CITY
NonResidential,Large Office,6,167860,0,70.0,0.28,111,0.0,40.5,0.66,27976.67,7.9,1132941.17,1.0,0.0,0.0,CENTRAL CITY
NonResidential,Large Office,6,112560,0,86.0,0.87,106,0.0,43.95,0.71,18760.0,16.3,824466.42,0.72,0.0,0.28,CENTRAL CITY
NonResidential,Retail Store,6,86204,0,89.0,0.8,106,0.0,37.61,0.78,14367.33,11.5,540319.5,0.69,0.0,0.31,CENTRAL CITY
NonResidential,Other,1,110613,0,95.0,0.06,56,0.0,9.18,0.9,110613.0,7.08,1015060.19,1.0,0.0,0.0,SOUTH END
NonResidential,Warehouse,4,149881,0,97.0,0.64,65,0.0,16.13,0.8,37470.25,23.96,604350.31,0.29,0.0,0.71,SOUTH END
NonResidential,Warehouse,3,98220,0,12.0,0.77,65,0.0,65.85,1.32,32740.0,25.1,2156030.0,0.9,0.0,0.1,SOUTH END
NonResidential,Other,1,84420,0,55.0,0.24,46,0.0,33.74,0.52,84420.0,19.86,2848317.25,1.0,0.0,0.0,SOUTH END
NonResidential,Other,1,73335,0,0.0,2.12,55,0.0,70.87,1.0,73335.0,155.74,5197118.0,0.5,0.0,0.5,SOUTH END
NonResidential,Other,2,56876,0,0.0,0.85,88,0.0,31.5,0.85,28438.0,24.25,895857.81,0.56,0.0,0.44,SOUTH END
NonResidential,Warehouse,2,61200,0,16.0,2.92,85,0.0,80.26,1.0,30600.0,89.31,2456071.5,0.36,0.0,0.64,SOUTH END
NonResidential,Other,1,111908,0,87.0,0.31,29,0.0,13.9,0.97,111908.0,34.14,1555420.25,0.68,0.0,0.32,SOUTH END
NonResidential,Other,2,63644,0,0.0,2.65,30,0.0,107.76,1.03,31822.0,84.25,3429266.75,0.62,0.0,0.38,SOUTH END
NonResidential,Mixed Use Property,2,108753,18860,0.0,0.23,86,0.0,33.47,0.54,54376.5,12.68,1819835.12,1.0,0.0,0.0,SOUTH END
NonResidential,Small- and Mid-Sized Office,4,92092,21055,5.0,0.36,15,0.0,52.31,0.76,23023.0,8.4,1204265.5,1.0,0.0,0.0,NORTH END
NonResidential,Warehouse,3,56259,0,0.0,1.54,42,0.0,41.71,0.56,18753.0,28.97,782190.5,0.35,0.0,0.65,NORTH END
NonResidential,Small- and Mid-Sized Office,2,77174,25800,33.0,0.5,16,0.0,71.03,1.0,38587.0,19.1,2740774.5,1.0,0.0,0.0,CENTRAL CITY
NonResidential,Large Office,5,110524,0,57.0,0.43,18,0.0,62.06,0.89,22104.8,9.56,1371839.6,1.0,0.0,0.0,NORTH END
NonResidential,Large Office,5,102930,18720,85.0,0.63,42,0.0,46.16,0.87,20586.0,13.01,950159.8,0.85,0.0,0.15,NORTH END
NonResidential,Large Office,7,131143,87160,93.0,0.83,37,0.0,39.48,0.92,18734.71,15.59,739610.07,0.94,0.0,0.27,CENTRAL CITY
NonResidential,Mixed Use Property,4,55520,0,0.0,2.72,108,0.0,66.41,0.31,13880.0,37.72,921740.56,0.26,0.0,0.74,CENTRAL CITY
NonResidential,Large Office,10,132998,0,97.0,1.01,108,0.0,28.39,1.04,13299.8,13.38,377518.75,0.59,0.41,0.0,CENTRAL CITY
NonResidential,Retail Store,3,83118,0,59.0,0.33,76,0.0,29.39,0.54,27706.0,9.27,814380.5,0.9,0.0,0.1,CENTRAL CITY
NonResidential,Small- and Mid-Sized Office,6,51218,0,57.0,0.39,107,0.0,56.35,0.88,8536.33,3.35,481023.58,1.0,0.0,0.0,CENTRAL CITY
NonResidential,Large Office,7,122356,0,91.0,0.34,106,0.0,37.47,0.78,17479.43,5.97,655010.07,0.95,0.0,0.05,CENTRAL CITY
NonResidential,Small- and Mid-Sized Office,3,52298,0,89.0,0.26,95,0.0,37.64,0.96,17432.67,4.57,656218.38,1.0,0.0,0.0,CENTRAL CITY
NonResidential,Large Office,17,116640,0,75.0,1.45,105,0.0,57.94,0.7,6861.18,9.94,397562.68,0.74,0.26,0.0,CENTRAL CITY
NonResidential,University,2,60122,0,0.0,0.15,100,0.0,11.49,1.0,30061.0,4.66,345264.75,0.86,0.0,0.14,CENTRAL CITY
NonResidential,Small- and Mid-Sized Office,6,95000,13700,83.0,0.33,106,0.0,42.66,0.89,15833.33,5.24,675453.33,0.98,0.0,0.02,CENTRAL CITY
NonResidential,Other,2,58492,0,0.0,0.88,77,0.0,27.26,1.0,29246.0,25.78,797211.25,0.45,0.0,0.55,SOUTH END
NonResidential,Small- and Mid-Sized Office,6,62370,0,30.0,0.49,109,0.0,69.79,0.79,10395.0,5.06,725504.17,1.0,0.0,0.0,SOUTH END
NonResidential,Warehouse,1,73296,0,83.0,1.0,56,0.0,32.15,1.06,73296.0,73.58,2356376.75,0.47,0.0,0.53,SOUTH END
NonResidential,Other,1,66133,0,0.0,1.36,31,0.0,95.94,0.92,66133.0,89.94,6345009.5,0.84,0.0,0.16,SOUTH END
NonResidential,Warehouse,2,115668,0,0.0,0.96,64,0.0,30.56,0.88,57834.0,55.62,1767345.38,0.47,0.0,0.53,SOUTH END
NonResidential,Other,1,141686,0,0.0,0.33,46,0.0,47.1,1.08,141686.0,46.52,6673138.0,1.0,0.0,0.0,SOUTH END
NonResidential,Small- and Mid-Sized Office,1,93610,0,95.0,1.63,66,0.0,66.62,1.08,93610.0,152.28,6235947.0,0.62,0.0,0.38,SOUTH END
NonResidential,Large Office,2,156188,0,67.0,0.39,43,0.0,43.82,0.91,78094.0,30.46,3421927.5,0.96,0.0,0.04,SOUTH END
NonResidential,Warehouse,1,115620,0,11.0,0.12,50,0.0,16.88,0.49,115620.0,13.61,1951856.25,1.0,0.0,0.0,SOUTH END
NonResidential,Warehouse,1,55450,0,31.0,2.37,47,0.0,78.37,0.62,55450.0,131.64,4345698.0,0.49,0.0,0.51,SOUTH END
NonResidential,Other,1,54880,0,32.0,1.63,37,0.0,50.36,1.0,54880.0,89.53,2763597.0,0.45,0.0,0.55,SOUTH END
NonResidential,Retail Store,1,102500,0,81.0,1.55,24,0.0,71.27,0.97,102500.0,158.55,7305474.0,0.68,0.0,0.32,SOUTH END
NonResidential,Mixed Use Property,4,73320,0,0.0,0.4,114,0.0,15.56,0.37,18330.0,7.29,285297.44,0.6,0.0,0.4,CENTRAL CITY
NonResidential,Small- and Mid-Sized Office,6,95760,15840,83.0,0.78,116,0.0,56.31,1.0,15960.0,12.41,898769.58,0.85,0.0,0.15,CENTRAL CITY
NonResidential,Warehouse,1,179413,0,57.0,0.13,70,0.0,19.28,0.99,179413.0,24.12,3459543.0,1.0,0.0,0.0,SOUTH END
NonResidential,Warehouse,1,65288,0,0.0,0.06,99,0.0,9.28,0.92,65288.0,4.22,605971.19,1.0,0.0,0.0,SOUTH END
NonResidential,Warehouse,1,170632,0,98.0,0.02,50,0.0,3.53,0.97,170632.0,4.2,602245.0,1.0,0.0,0.0,SOUTH END
NonResidential,Mixed Use Property,6,122400,54300,63.0,0.65,7,0.0,39.75,0.34,20400.0,13.23,810925.25,0.8,0.0,0.2,NORTH END
NonResidential,Retail Store,2,93803,0,0.0,1.18,60,0.0,58.14,0.91,46901.5,55.2,2726719.25,0.71,0.0,0.29,NORTH END
NonResidential,Warehouse,2,123000,0,47.0,0.17,50,0.0,24.42,0.91,61500.0,10.47,1502135.5,1.0,0.0,0.0,SOUTH END
NonResidential,Warehouse,1,60448,0,90.0,0.45,38,0.0,17.41,0.87,60448.0,27.24,1052244.75,0.59,0.0,0.41,SOUTH END
NonResidential,Mixed Use Property,4,77412,21612,0.0,0.27,12,0.0,34.3,0.34,19353.0,5.21,663846.88,0.98,0.0,0.02,CENTRAL CITY
NonResidential,Warehouse,4,87332,6458,87.0,0.17,12,0.0,13.35,1.0,21833.0,3.62,291399.72,0.88,0.0,0.12,NORTH END
NonResidential,Warehouse,4,132828,0,83.0,0.06,28,0.0,8.16,1.0,33207.0,1.89,270932.41,1.0,0.0,0.0,CENTRAL CITY
NonResidential,Warehouse,1,152365,0,88.0,0.09,51,0.0,7.02,0.98,152365.0,13.07,1069749.75,0.89,0.0,0.11,SOUTH END
NonResidential,Retail Store,1,74178,0,0.0,1.82,58,0.0,72.83,1.0,74178.0,134.82,5402181.0,0.61,0.0,0.39,SOUTH END
NonResidential,Warehouse,4,80360,0,96.0,0.2,29,0.0,8.54,1.0,20090.0,4.07,171504.8,0.64,0.0,0.36,NORTH END
SPS-District K-12,K-12 School,1,61183,0,92.0,1.56,66,0.0,39.63,1.03,61183.0,95.54,2424724.25,0.3,0.0,0.7,SOUTH END
NonResidential,Other,2,51856,0,0.0,0.26,8,0.0,37.38,0.93,25928.0,6.76,969306.56,1.0,0.0,0.0,SOUTH END
NonResidential,Mixed Use Property,3,66138,12586,3.0,0.75,95,0.0,106.91,0.39,22046.0,16.43,2356999.5,1.0,0.0,0.0,SOUTH END
NonResidential,Other,2,22220,0,90.0,1.43,59,0.0,35.03,1.0,11110.0,15.87,389177.91,0.27,0.0,0.73,NORTH END
SPS-District K-12,K-12 School,1,46732,0,87.0,1.91,61,0.0,49.9,1.09,46732.0,89.08,2331952.75,0.32,0.0,0.68,NORTH END
NonResidential,Mixed Use Property,1,44700,0,0.0,0.68,54,0.0,45.7,0.53,44700.0,30.52,2042771.0,0.83,0.0,0.17,SOUTH END
NonResidential,Warehouse,1,44100,0,1.0,0.26,40,0.0,36.71,0.91,44100.0,11.29,1618916.38,1.0,0.0,0.0,SOUTH END
NonResidential,Other,1,27800,0,13.0,0.88,51,0.0,44.04,1.0,27800.0,24.39,1224186.25,0.72,0.0,0.28,SOUTH END
NonResidential,Warehouse,1,46340,0,3.0,0.39,15,0.0,55.33,1.0,46340.0,17.87,2564004.0,1.0,0.0,0.0,SOUTH END
Campus,Other,1,22800,0,0.0,4.45,22,0.0,97.46,1.0,22800.0,101.5,2222097.5,0.16,0.0,0.84,SOUTH END
NonResidential,Small- and Mid-Sized Office,3,38460,0,69.0,0.94,106,0.0,50.72,1.0,12820.0,12.01,650237.75,0.75,0.0,0.25,CENTRAL CITY
NonResidential,Other,2,21022,0,54.0,2.09,94,0.0,44.96,1.0,10511.0,21.92,472622.81,0.15,0.0,0.85,NORTH END
SPS-District K-12,K-12 School,2,51489,0,93.0,1.37,62,0.0,38.53,1.0,25744.5,35.38,992033.81,0.38,0.0,0.62,SOUTH END
NonResidential,Other,1,48001,0,49.0,1.8,49,0.0,44.66,1.0,48001.0,86.46,2143650.75,0.28,0.0,0.72,SOUTH END
NonResidential,Warehouse,1,26380,0,0.0,0.14,37,0.0,19.3,0.9,26380.0,3.58,509124.0,1.0,0.0,0.0,SOUTH END
NonResidential,Warehouse,1,37351,0,10.0,2.06,47,0.0,68.52,0.79,37351.0,77.04,2559461.75,0.5,0.0,0.5,SOUTH END
NonResidential,Warehouse,1,30375,0,73.0,0.08,35,0.0,11.39,1.0,30375.0,2.41,345866.69,1.0,0.0,0.0,SOUTH END
NonResidential,Warehouse,1,30004,0,0.0,0.09,37,0.0,12.31,0.81,30004.0,2.57,369291.5,1.0,0.0,0.0,SOUTH END
NonResidential,Other,2,33589,0,90.0,0.65,102,0.0,15.18,1.0,16794.5,10.96,254918.09,0.22,0.0,0.78,NORTH END
NonResidential,Small- and Mid-Sized Office,3,43500,0,46.0,0.52,37,0.0,74.04,1.0,14500.0,7.55,1073545.08,1.0,0.0,0.0,NORTH END
NonResidential,Small- and Mid-Sized Office,2,28492,0,12.0,1.33,38,0.0,66.56,1.0,14246.0,18.89,948149.44,0.72,0.0,0.28,NORTH END
NonResidential,Small- and Mid-Sized Office,3,22325,0,0.0,0.44,53,0.0,62.77,0.81,7441.67,3.26,467105.29,1.0,0.0,0.0,NORTH END
NonResidential,Retail Store,3,22719,0,0.0,0.42,39,0.0,59.8,1.0,7573.0,3.16,452839.67,1.0,0.0,0.0,NORTH END
NonResidential,Small- and Mid-Sized Office,2,44588,22000,0.0,1.13,70,0.0,162.64,1.55,22294.0,25.28,3625794.5,1.0,0.0,0.0,CENTRAL CITY
SPS-District K-12,K-12 School,2,37327,0,92.0,1.9,91,0.0,52.71,1.31,18663.5,35.53,983738.19,0.37,0.0,0.63,CENTRAL CITY
NonResidential,Retail Store,2,147545,0,69.0,1.15,99,0.0,46.0,1.0,73772.5,84.88,3393535.0,0.61,0.0,0.39,CENTRAL CITY
Nonresidential COS,Other,2,21462,0,0.0,0.36,93,0.0,51.92,1.2,10731.0,3.88,557192.31,1.0,0.0,0.0,NORTH END
SPS-District K-12,K-12 School,2,47602,0,78.0,1.76,86,0.0,47.26,0.97,23801.0,41.8,1124796.25,0.35,0.0,0.65,NORTH END
NonResidential,Other,2,28072,0,0.0,2.26,99,0.0,48.54,0.85,14036.0,31.74,681261.5,0.14,0.0,0.86,NORTH END
NonResidential,Retail Store,2,31020,0,0.0,6.69,61,0.01,160.22,1.0,15510.0,103.8,2485023.5,0.25,0.0,0.75,CENTRAL CITY
NonResidential,Small- and Mid-Sized Office,2,21600,0,0.0,1.37,99,0.0,75.77,0.67,10800.0,14.81,818324.56,0.76,0.0,0.24,CENTRAL CITY
NonResidential,Small- and Mid-Sized Office,5,61825,13320,59.0,2.28,42,0.0,69.92,0.61,12365.0,28.24,864574.6,0.44,0.0,0.56,CENTRAL CITY
NonResidential,Small- and Mid-Sized Office,3,64630,0,96.0,0.15,74,0.0,21.79,1.0,21543.33,3.27,469430.46,1.0,0.0,0.0,CENTRAL CITY
NonResidential,Other,2,20920,0,15.0,2.02,68,0.0,49.81,1.0,10460.0,21.1,521054.25,0.27,0.0,0.73,CENTRAL CITY
NonResidential,Other,2,22128,0,94.0,1.14,90,0.0,27.49,1.0,11064.0,12.62,304179.84,0.25,0.0,0.75,SOUTH END
NonResidential,Retail Store,1,48139,0,98.0,0.5,48,0.0,17.85,0.83,48139.0,24.02,859236.62,0.55,0.0,0.45,NORTH END
NonResidential,Other,2,21364,0,86.0,2.05,67,0.0,45.2,0.72,10682.0,21.9,482825.56,0.17,0.0,0.83,SOUTH END
NonResidential,University,2,28923,0,0.0,0.53,24,0.0,15.19,1.0,14461.5,7.64,219655.95,0.4,0.0,0.6,CENTRAL CITY
NonResidential,University,3,21600,0,0.0,0.29,88,0.0,14.99,1.0,7200.0,2.11,107913.14,0.73,0.0,0.27,CENTRAL CITY
NonResidential,Retail Store,1,25735,0,82.0,0.7,20,0.0,45.44,1.0,25735.0,18.1,1169394.88,0.82,0.0,0.18,NORTH END
NonResidential,Retail Store,2,25862,0,20.0,5.96,60,0.01,185.66,0.99,12931.0,77.08,2400736.0,0.46,0.0,0.54,NORTH END
NonResidential,Retail Store,2,49965,0,82.0,0.59,13,0.0,67.59,0.95,24982.5,14.77,1688604.88,0.96,0.0,0.04,NORTH END
